filename,acquisition,systemVendor,systemModel,systemFieldStrength_T,receiverChannels,institutionName,enc_x,enc_y,enc_z,rec_x,rec_y,rec_z,enc_x_mm,enc_y_mm,enc_z_mm,rec_x_mm,rec_y_mm,rec_z_mm,nPE,acc,num_low_freq,TR,TE,TI,flipAngle_deg,sequence_type,echo_spacing
sagittal_pd/kneenyu_0001.h5,sagittal_pd,0,0,0,15,0,768,770,38,384,384,38,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0002.h5,sagittal_pd,0,0,0,15,0,768,770,35,384,384,35,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0003.h5,sagittal_pd,0,0,0,15,0,768,770,31,384,384,31,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0004.h5,sagittal_pd,0,0,0,15,0,768,770,34,384,384,34,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0005.h5,sagittal_pd,0,0,0,15,0,768,770,31,384,384,31,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0006.h5,sagittal_pd,0,0,0,15,0,768,770,36,384,384,36,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0007.h5,sagittal_pd,0,0,0,15,0,768,770,33,384,384,33,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0008.h5,sagittal_pd,0,0,0,15,0,768,770,35,384,384,35,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0009.h5,sagittal_pd,0,0,0,15,0,768,770,33,384,384,33,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0010.h5,sagittal_pd,0,0,0,15,0,768,770,35,384,384,35,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0011.h5,sagittal_pd,0,0,0,15,0,768,770,32,384,384,32,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0012.h5,sagittal_pd,0,0,0,15,0,768,770,31,384,384,31,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0013.h5,sagittal_pd,0,0,0,15,0,768,770,31,384,384,31,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0014.h5,sagittal_pd,0,0,0,15,0,768,770,33,384,384,33,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0015.h5,sagittal_pd,0,0,0,15,0,768,770,33,384,384,33,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0016.h5,sagittal_pd,0,0,0,15,0,768,770,33,384,384,33,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0017.h5,sagittal_pd,0,0,0,15,0,768,770,32,384,384,32,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0018.h5,sagittal_pd,0,0,0,15,0,768,770,36,384,384,36,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0019.h5,sagittal_pd,0,0,0,15,0,768,770,36,384,384,36,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
sagittal_pd/kneenyu_0020.h5,sagittal_pd,0,0,0,15,0,768,770,37,384,384,37,0,0,0,0,0,0,770,0,24,0,0,0,0,0,0
